User_ID,Signup_Date,Age,Gender,State,Acquisition_Channel,Device_Type,App_Version,Current_Onboarding_Step,Completed_Onboarding,Days_to_Complete,First_Deposit,First_Transaction,Transaction_Amount,Support_Ticket,Ticket_Category,CSAT
PF05117,2025-06-04,18,Female,Lagos,Facebook,Android,4.3.0,Verify Email,No,8,No,No,0,No,None,4
PF05118,2025-01-20,19,Female,Lagos,Instagram,iPhone,4.2.1,Link Bank,No,6,No,No,0,Yes,BVN,1
PF05119,2025-04-29,48,Female,Lagos,Referral,Android,4.2.0,Active,Yes,4,Yes,Yes,31797,No,None,4
PF05120,2025-03-24,22,Female,Kaduna,Facebook,Android,4.3.0,Active,Yes,2,Yes,Yes,122069,No,None,3
PF05121,2025-06-01,47,Female,Abuja,Organic,Android,4.2.0,Active,Yes,2,Yes,Yes,129763,No,None,4
PF05122,2025-01-25,55,Female,Rivers,Referral,iPhone,4.2.1,Active,Yes,6,No,No,0,No,None,5
PF05123,2025-04-15,24,Female,Kano,Organic,Android,4.3.0,Verify Phone,No,1,No,No,0,No,None,2
PF05124,2025-02-11,28,Male,Enugu,Facebook,Android,4.2.0,Active,Yes,4,Yes,No,0,Yes,KYC,5
PF05125,2025-06-10,37,Male,Lagos,Instagram,Android,4.3.0,Verify Email,No,10,No,No,0,No,None,1
PF05126,2025-02-15,45,Female,Rivers,TikTok,iPhone,4.2.1,Active,Yes,1,Yes,Yes,113939,No,None,5
PF05127,2025-01-22,46,Female,Rivers,Referral,Android,4.1.0,Active,Yes,5,Yes,Yes,109893,No,None,3
PF05128,2025-02-26,19,Female,Oyo,Instagram,Android,4.2.0,Active,Yes,1,Yes,Yes,29045,No,None,3
PF05129,2025-01-05,48,Male,Lagos,Organic,Android,4.1.0,Active,Yes,2,Yes,Yes,109871,No,None,3
PF05130,2025-01-25,21,Male,Lagos,Google,Android,4.2.0,Active,Yes,7,Yes,Yes,14429,Yes,Card,3
PF05131,2025-01-18,47,Male,Kano,Google,Android,4.2.0,Active,Yes,1,No,No,0,Yes,Login,3
PF05132,2025-06-20,37,Male,Rivers,TikTok,iPhone,4.2.1,Verify Phone,No,3,No,No,0,No,None,4
PF05133,2025-03-26,21,Male,Enugu,Google,Android,4.3.0,Active,Yes,4,Yes,Yes,25825,No,None,3
PF05134,2025-05-07,24,Male,Lagos,Facebook,Android,4.1.0,Active,Yes,6,Yes,Yes,32690,No,None,4
PF05135,2025-04-15,22,Male,Kano,Referral,iPhone,4.2.1,Complete KYC,No,10,No,No,0,Yes,BVN,4
PF05136,2025-03-27,32,Female,Rivers,Facebook,iPhone,4.3.0,Complete KYC,No,3,No,No,0,No,None,2
PF05137,2025-06-19,37,Female,Kano,Instagram,iPhone,4.1.0,Link Bank,No,4,No,No,0,No,None,4
PF05138,2025-02-19,42,Female,Lagos,Organic,iPhone,4.3.0,Link Bank,No,9,No,No,0,Yes,Card,3
PF05139,2025-03-31,46,Female,Abuja,Google,Android,4.2.0,Active,Yes,4,No,No,0,No,None,3
PF05140,2025-04-29,22,Male,Enugu,Instagram,Android,4.1.0,Verify Phone,No,4,No,No,0,Yes,BVN,3
PF05141,2025-03-01,53,Female,Rivers,Organic,Android,4.3.0,Add BVN,No,9,No,No,0,Yes,Transfer,4
PF05142,2025-01-30,45,Male,Lagos,TikTok,Android,4.2.0,Active,Yes,3,Yes,Yes,79001,No,None,3
PF05143,2025-03-08,37,Female,Oyo,TikTok,Android,4.2.0,Verify Email,No,7,No,No,0,No,None,4
PF05144,2025-02-25,40,Male,Abuja,TikTok,Android,4.1.0,Active,Yes,6,Yes,Yes,21825,No,None,4
PF05145,2025-02-16,54,Male,Ogun,Google,iPhone,4.2.1,Active,Yes,5,Yes,No,0,No,None,3
PF05146,2025-04-11,19,Male,Abuja,Facebook,Android,4.3.0,Active,Yes,5,Yes,Yes,142808,No,None,5
PF05147,2025-04-29,51,Male,Oyo,Instagram,Android,4.2.0,Verify Email,No,6,No,No,0,No,None,1
PF05148,2025-01-14,18,Female,Rivers,Referral,Android,4.2.0,Active,Yes,4,Yes,Yes,1489,No,None,5
PF05149,2025-01-07,29,Female,Kano,TikTok,iPhone,4.2.1,Add BVN,No,4,No,No,0,No,None,3
PF05150,2025-01-07,46,Male,Kaduna,Organic,Android,4.1.0,Verify Phone,No,7,No,No,0,No,None,1
PF05151,2025-05-07,46,Male,Oyo,Organic,Android,4.2.0,Verify Phone,No,10,No,No,0,No,None,3
PF05152,2025-02-27,30,Male,Abuja,Referral,Android,4.1.0,Link Bank,No,7,No,No,0,No,None,1
PF05153,2025-03-08,51,Female,Kano,Instagram,Android,4.1.0,First Deposit,No,5,No,No,0,No,None,4
PF05154,2025-01-31,40,Female,Kano,Instagram,iPhone,4.2.1,First Deposit,No,1,No,No,0,Yes,Login,2
PF05155,2025-05-11,27,Female,Rivers,TikTok,Android,4.1.0,Active,Yes,7,Yes,No,0,No,None,4
PF05156,2025-02-14,21,Female,Enugu,Referral,Android,4.3.0,Complete KYC,No,8,No,No,0,Yes,Card,4
PF05157,2025-06-03,46,Male,Kano,Instagram,Android,4.3.0,Active,Yes,4,Yes,Yes,118516,No,None,5
PF05158,2025-05-30,34,Male,Oyo,Instagram,Android,4.1.0,Active,Yes,6,Yes,Yes,135365,Yes,BVN,4
PF05159,2025-04-28,22,Male,Oyo,Referral,Android,4.3.0,Active,Yes,4,Yes,No,0,Yes,Card,3
PF05160,2025-04-30,42,Male,Enugu,Instagram,iPhone,4.2.1,Complete KYC,No,1,No,No,0,No,None,3
PF05161,2025-05-19,34,Male,Abuja,TikTok,Android,4.3.0,Active,Yes,7,Yes,Yes,16283,No,None,3
PF05162,2025-03-11,35,Female,Oyo,Facebook,Android,4.3.0,Active,Yes,6,No,No,0,No,None,5
PF05163,2025-01-22,21,Female,Ogun,Instagram,Android,4.2.0,Active,Yes,6,Yes,Yes,1262,No,None,5
PF05164,2025-05-10,22,Female,Oyo,Instagram,Android,4.3.0,Active,Yes,6,Yes,Yes,76986,Yes,KYC,3
PF05165,2025-02-01,26,Female,Rivers,Google,Android,4.1.0,Active,Yes,5,No,No,0,No,None,5
PF05166,2025-06-23,32,Female,Ogun,Google,iPhone,4.2.1,Active,Yes,1,Yes,Yes,113128,Yes,Login,3
PF05167,2025-01-21,25,Female,Ogun,Instagram,iPhone,4.2.0,Active,Yes,7,Yes,Yes,106501,No,None,4
PF05168,2025-04-19,45,Female,Enugu,Google,Android,4.2.0,Active,Yes,6,Yes,Yes,17296,Yes,Transfer,4
PF05169,2025-05-30,46,Male,Enugu,Facebook,Android,4.1.0,Active,Yes,1,Yes,Yes,145776,No,None,4
PF05170,2025-04-21,37,Male,Kano,Google,iPhone,4.3.0,Active,Yes,6,Yes,No,0,Yes,Card,3
PF05171,2025-03-05,55,Female,Oyo,TikTok,iPhone,4.1.0,Link Bank,No,3,No,No,0,No,None,4
PF05172,2025-05-05,29,Male,Lagos,Google,iPhone,4.3.0,Active,Yes,3,Yes,Yes,60640,Yes,Transfer,5
PF05173,2025-06-01,36,Female,Rivers,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,76990,No,None,3
PF05174,2025-05-27,39,Female,Kaduna,Referral,iPhone,4.2.1,Active,Yes,4,Yes,Yes,19096,No,None,3
PF05175,2025-05-20,23,Female,Ogun,Instagram,Android,4.3.0,Complete KYC,No,5,No,No,0,No,None,2
PF05176,2025-05-30,42,Male,Rivers,Facebook,Android,4.1.0,Active,Yes,5,Yes,No,0,No,None,5
PF05177,2025-03-11,48,Male,Rivers,Instagram,Android,4.1.0,Active,Yes,1,Yes,Yes,147973,Yes,BVN,3
PF05178,2025-06-08,48,Female,Enugu,Referral,iPhone,4.2.1,Link Bank,No,10,No,No,0,No,None,1
PF05179,2025-05-22,48,Female,Lagos,Google,Android,4.1.0,Active,Yes,6,Yes,Yes,49076,No,None,4
PF05180,2025-06-24,25,Male,Lagos,TikTok,iPhone,4.2.1,Active,Yes,1,Yes,Yes,57292,No,None,4
PF05181,2025-05-06,33,Male,Lagos,TikTok,Android,4.2.0,First Deposit,No,8,No,No,0,Yes,Card,3
PF05182,2025-01-10,53,Male,Rivers,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,86651,No,None,5
PF05183,2025-01-06,25,Female,Kano,Organic,iPhone,4.2.1,Verify Phone,No,8,No,No,0,No,None,1
PF05184,2025-03-16,55,Male,Kano,Google,Android,4.1.0,Active,Yes,4,No,No,0,Yes,Login,3
PF05185,2025-02-19,51,Female,Rivers,Referral,Android,4.3.0,Active,Yes,1,No,No,0,No,None,5
PF05186,2025-06-22,25,Male,Ogun,Facebook,iPhone,4.2.1,Complete KYC,No,4,No,No,0,No,None,4
PF05187,2025-02-12,52,Female,Oyo,Instagram,Android,4.2.0,Active,Yes,6,Yes,Yes,99832,No,None,3
PF05188,2025-06-01,35,Female,Rivers,Facebook,Android,4.1.0,Active,Yes,4,Yes,Yes,132473,No,None,5
PF05189,2025-03-04,32,Female,Oyo,Instagram,Android,4.3.0,Verify Email,No,3,No,No,0,Yes,Transfer,3
PF05190,2025-04-07,24,Female,Kano,Google,Android,4.2.0,Active,Yes,1,Yes,Yes,133963,No,None,5
PF05191,2025-01-22,50,Male,Rivers,Facebook,iPhone,4.2.0,Active,Yes,7,Yes,Yes,60354,No,None,5
PF05192,2025-05-07,41,Male,Rivers,Google,Android,4.1.0,Active,Yes,5,Yes,Yes,69613,No,None,3
PF05193,2025-01-07,29,Male,Enugu,Google,Android,4.1.0,Active,Yes,3,Yes,Yes,82705,No,None,5
PF05194,2025-03-20,27,Female,Oyo,Google,Android,4.1.0,Active,Yes,2,Yes,Yes,140719,Yes,Transfer,5
PF05195,2025-04-01,41,Female,Oyo,Google,Android,4.1.0,Verify Email,No,2,No,No,0,Yes,Transfer,3
PF05196,2025-02-25,25,Male,Enugu,Facebook,iPhone,4.3.0,Active,Yes,3,Yes,Yes,126222,Yes,Transfer,3
PF05197,2025-04-03,23,Male,Oyo,TikTok,Android,4.2.0,Active,Yes,7,Yes,Yes,89281,Yes,BVN,4
PF05198,2025-05-22,37,Male,Lagos,TikTok,Android,4.2.0,Active,Yes,2,Yes,Yes,37404,Yes,BVN,3
PF05199,2025-01-09,23,Female,Oyo,Organic,Android,4.1.0,First Deposit,No,7,No,No,0,No,None,1
PF05200,2025-04-12,52,Female,Enugu,Google,Android,4.2.0,Active,Yes,5,No,No,0,No,None,5
PF05201,2025-05-19,44,Male,Ogun,Facebook,Android,4.1.0,Active,Yes,5,Yes,Yes,22204,Yes,KYC,3
PF05202,2025-06-08,51,Female,Oyo,Google,Android,4.1.0,Verify Email,No,3,No,No,0,No,None,3
PF05203,2025-02-18,26,Female,Kaduna,TikTok,iPhone,4.2.1,Verify Email,No,1,No,No,0,No,None,1
PF05204,2025-03-04,18,Female,Kano,TikTok,Android,4.1.0,Active,Yes,4,No,No,0,No,None,3
PF05205,2025-01-26,53,Female,Enugu,Facebook,iPhone,4.2.1,Active,Yes,1,No,No,0,No,None,5
PF05206,2025-06-21,34,Female,Kano,Referral,Android,4.3.0,Active,Yes,3,No,No,0,No,None,5
PF05207,2025-02-08,45,Male,Lagos,Google,Android,4.2.0,Active,Yes,2,Yes,Yes,4360,No,None,5
PF05208,2025-05-17,37,Male,Abuja,Facebook,iPhone,4.1.0,Active,Yes,7,Yes,Yes,148372,No,None,5
PF05209,2025-06-18,32,Male,Rivers,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,63439,No,None,3
PF05210,2025-04-21,20,Male,Lagos,Referral,Android,4.2.0,Active,Yes,7,Yes,Yes,55216,No,None,3
PF05211,2025-01-18,26,Male,Lagos,Instagram,Android,4.1.0,Active,Yes,4,No,No,0,No,None,5
PF05212,2025-05-06,50,Female,Ogun,Referral,Android,4.3.0,Active,Yes,6,Yes,Yes,121026,No,None,4
PF05213,2025-04-20,33,Male,Lagos,Instagram,iPhone,4.2.1,Active,Yes,6,Yes,No,0,No,None,3
PF05214,2025-02-04,31,Female,Kano,TikTok,Android,4.2.0,Active,Yes,7,Yes,Yes,91723,Yes,Transfer,3
PF05215,2025-02-20,32,Male,Ogun,Organic,Android,4.3.0,Active,Yes,3,Yes,No,0,No,None,3
PF05216,2025-05-07,36,Male,Enugu,Instagram,iPhone,4.2.1,Link Bank,No,8,No,No,0,No,None,4
PF05217,2025-02-27,19,Female,Oyo,Google,Android,4.3.0,Active,Yes,3,Yes,Yes,106605,Yes,KYC,4
PF05218,2025-01-09,24,Male,Abuja,Instagram,Android,4.2.0,Verify Email,No,3,No,No,0,No,None,2
PF05219,2025-03-01,39,Female,Rivers,Facebook,iPhone,4.2.1,Active,Yes,7,Yes,Yes,38792,No,None,3
PF05220,2025-01-05,25,Female,Kaduna,Organic,Android,4.1.0,Active,Yes,7,Yes,Yes,115806,No,None,3
PF05221,2025-04-14,24,Male,Kano,Organic,Android,4.1.0,Active,Yes,1,Yes,Yes,141649,No,None,5
PF05222,2025-02-21,54,Male,Oyo,TikTok,Android,4.2.0,Active,Yes,4,No,No,0,Yes,BVN,4
PF05223,2025-06-20,53,Female,Kaduna,TikTok,Android,4.3.0,Active,Yes,4,Yes,Yes,112942,Yes,Login,4
PF05224,2025-06-25,42,Female,Ogun,Google,Android,4.2.0,Active,Yes,4,Yes,Yes,11522,Yes,BVN,4
PF05225,2025-04-27,37,Female,Kaduna,Organic,Android,4.2.0,Active,Yes,7,Yes,Yes,78185,No,None,4
PF05226,2025-06-21,53,Male,Lagos,Instagram,Android,4.3.0,Active,Yes,2,Yes,No,0,Yes,Card,3
PF05227,2025-03-02,49,Male,Kaduna,Instagram,iPhone,4.2.0,Verify Email,No,6,No,No,0,Yes,Transfer,1
PF05228,2025-03-28,48,Male,Enugu,TikTok,Android,4.3.0,Active,Yes,1,Yes,Yes,13834,Yes,Login,3
PF05229,2025-02-21,21,Female,Ogun,Referral,Android,4.1.0,Active,Yes,2,No,No,0,No,None,3
PF05230,2025-02-16,33,Female,Lagos,Organic,Android,4.2.0,Active,Yes,7,Yes,Yes,33176,No,None,3
PF05231,2025-04-09,30,Male,Kano,Facebook,iPhone,4.2.1,Active,Yes,6,Yes,Yes,114487,Yes,Card,5
PF05232,2025-01-09,44,Female,Abuja,Google,Android,4.2.0,Active,Yes,7,Yes,Yes,52624,No,None,4
PF05233,2025-02-12,22,Female,Abuja,Google,Android,4.2.0,Active,Yes,7,Yes,Yes,16587,No,None,3
PF05234,2025-05-26,51,Female,Kaduna,Organic,Android,4.3.0,Active,Yes,7,Yes,Yes,63965,No,None,5
PF05235,2025-06-17,25,Male,Oyo,Organic,iPhone,4.1.0,First Deposit,No,4,No,No,0,No,None,4
PF05236,2025-02-09,18,Male,Ogun,Organic,Android,4.3.0,First Deposit,No,8,No,No,0,Yes,BVN,4
PF05237,2025-03-02,43,Female,Lagos,Facebook,Android,4.3.0,Active,Yes,4,Yes,Yes,4699,No,None,4
PF05238,2025-06-14,45,Male,Lagos,Facebook,Android,4.1.0,Link Bank,No,10,No,No,0,No,None,2
PF05239,2025-03-12,35,Male,Enugu,Instagram,Android,4.1.0,Add BVN,No,10,No,No,0,No,None,2
PF05240,2025-04-17,29,Male,Kano,Facebook,Android,4.2.0,Verify Phone,No,10,No,No,0,No,None,3
PF05241,2025-06-12,20,Male,Enugu,Google,Android,4.1.0,Active,Yes,5,Yes,Yes,100794,No,None,3
PF05242,2025-04-17,54,Male,Abuja,Facebook,iPhone,4.2.1,Active,Yes,3,Yes,Yes,141008,Yes,BVN,3
PF05243,2025-02-15,42,Female,Kaduna,Facebook,Android,4.3.0,Active,Yes,3,Yes,Yes,26148,No,None,3
PF05244,2025-06-12,50,Female,Abuja,Facebook,iPhone,4.2.1,Active,Yes,3,Yes,Yes,128590,No,None,5
PF05245,2025-03-06,54,Male,Ogun,Referral,iPhone,4.1.0,Active,Yes,6,Yes,Yes,26995,Yes,Transfer,3
PF05246,2025-04-11,19,Male,Rivers,Organic,Android,4.3.0,Active,Yes,6,Yes,Yes,14480,No,None,4
PF05247,2025-03-31,43,Female,Lagos,Organic,iPhone,4.3.0,Active,Yes,7,Yes,Yes,119180,No,None,5
PF05248,2025-04-18,37,Female,Lagos,Referral,iPhone,4.2.1,Active,Yes,4,Yes,Yes,82370,No,None,3
PF05249,2025-03-27,44,Female,Abuja,Instagram,Android,4.2.0,Verify Email,No,9,No,No,0,No,None,1
PF05250,2025-02-14,42,Male,Kaduna,Instagram,Android,4.3.0,First Deposit,No,5,No,No,0,No,None,4
PF05251,2025-05-31,49,Female,Abuja,Facebook,iPhone,4.2.1,Active,Yes,7,Yes,Yes,70881,No,None,3
PF05252,2025-03-28,53,Male,Lagos,TikTok,Android,4.2.0,Verify Email,No,10,No,No,0,Yes,KYC,3
PF05253,2025-02-01,24,Male,Abuja,Organic,Android,4.2.0,Active,Yes,6,Yes,Yes,52376,No,None,5
PF05254,2025-06-11,28,Female,Oyo,Instagram,Android,4.3.0,Active,Yes,3,Yes,Yes,19076,No,None,3
PF05255,2025-06-09,39,Male,Abuja,Organic,iPhone,4.2.1,Active,Yes,2,Yes,Yes,32884,No,None,4
PF05256,2025-02-17,32,Male,Abuja,Google,iPhone,4.2.1,First Deposit,No,8,No,No,0,No,None,1
PF05257,2025-03-07,54,Male,Abuja,TikTok,iPhone,4.2.1,Active,Yes,1,Yes,Yes,90670,No,None,4
PF05258,2025-03-04,28,Female,Kano,TikTok,Android,4.1.0,First Deposit,No,10,No,No,0,Yes,Transfer,3
PF05259,2025-02-21,22,Male,Ogun,Facebook,iPhone,4.2.1,Add BVN,No,7,No,No,0,No,None,2
PF05260,2025-04-24,31,Male,Lagos,Referral,Android,4.1.0,Active,Yes,4,Yes,Yes,143637,Yes,Card,3
PF05261,2025-03-11,21,Male,Abuja,Google,iPhone,4.1.0,Link Bank,No,1,No,No,0,No,None,4
PF05262,2025-03-03,28,Male,Ogun,Organic,Android,4.3.0,Add BVN,No,8,No,No,0,Yes,Card,1
PF05263,2025-04-21,44,Female,Lagos,Referral,Android,4.2.0,Active,Yes,1,Yes,Yes,130263,Yes,KYC,4
PF05264,2025-02-04,47,Female,Kano,Facebook,Android,4.3.0,Complete KYC,No,4,No,No,0,No,None,4
PF05265,2025-01-25,22,Female,Abuja,Organic,iPhone,4.3.0,Link Bank,No,6,No,No,0,No,None,2
PF05266,2025-01-14,19,Female,Kaduna,Referral,Android,4.3.0,Active,Yes,7,Yes,Yes,106124,No,None,4
PF05267,2025-04-16,25,Male,Kano,Google,iPhone,4.2.1,Active,Yes,5,Yes,No,0,No,None,3
PF05268,2025-04-24,53,Female,Enugu,Facebook,iPhone,4.1.0,Active,Yes,3,Yes,Yes,51047,No,None,5
PF05269,2025-02-28,52,Female,Kano,Instagram,Android,4.2.0,First Deposit,No,4,No,No,0,No,None,2
PF05270,2025-05-05,28,Female,Lagos,Google,Android,4.3.0,Active,Yes,1,Yes,Yes,95331,Yes,KYC,3
PF05271,2025-06-05,24,Male,Rivers,Organic,iPhone,4.2.1,Verify Phone,No,4,No,No,0,No,None,1
PF05272,2025-01-01,30,Female,Lagos,Google,iPhone,4.2.1,Verify Phone,No,3,No,No,0,Yes,Login,3
PF05273,2025-06-22,55,Male,Ogun,Referral,Android,4.2.0,Active,Yes,6,Yes,Yes,73247,No,None,5
PF05274,2025-01-30,44,Female,Rivers,TikTok,iPhone,4.1.0,Active,Yes,7,Yes,Yes,123041,No,None,5
PF05275,2025-03-30,48,Male,Abuja,Facebook,iPhone,4.3.0,Active,Yes,6,Yes,Yes,142779,Yes,Transfer,5
PF05276,2025-02-17,44,Male,Kaduna,Referral,iPhone,4.2.1,Complete KYC,No,6,No,No,0,No,None,2
PF05277,2025-01-18,21,Male,Rivers,Organic,iPhone,4.3.0,Complete KYC,No,3,No,No,0,No,None,4
PF05278,2025-01-19,35,Male,Rivers,Organic,Android,4.3.0,Active,Yes,4,Yes,Yes,130914,No,None,4
PF05279,2025-04-26,34,Male,Abuja,Referral,iPhone,4.2.1,Add BVN,No,9,No,No,0,No,None,3
PF05280,2025-05-28,28,Female,Rivers,Google,Android,4.1.0,Verify Email,No,3,No,No,0,No,None,2
PF05281,2025-02-18,20,Male,Rivers,Instagram,iPhone,4.2.1,Active,Yes,4,Yes,Yes,83040,No,None,3
PF05282,2025-01-13,27,Male,Kaduna,Instagram,iPhone,4.3.0,Active,Yes,5,Yes,Yes,127576,No,None,4
PF05283,2025-06-09,24,Male,Oyo,Instagram,Android,4.1.0,Active,Yes,5,Yes,No,0,No,None,4
PF05284,2025-01-08,29,Female,Abuja,Instagram,Android,4.3.0,Active,Yes,3,Yes,Yes,119751,No,None,3
PF05285,2025-06-05,48,Female,Enugu,Google,Android,4.1.0,Active,Yes,4,Yes,No,0,No,None,4
PF05286,2025-05-22,29,Male,Rivers,Google,iPhone,4.1.0,Active,Yes,5,Yes,No,0,No,None,3
PF05287,2025-05-17,49,Male,Kaduna,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,51564,Yes,KYC,3
PF05288,2025-04-04,36,Male,Kano,Referral,Android,4.2.0,Active,Yes,3,Yes,Yes,54872,Yes,Card,3
PF05289,2025-04-06,42,Male,Oyo,Google,Android,4.1.0,First Deposit,No,3,No,No,0,No,None,1
PF05290,2025-03-16,45,Male,Kaduna,Google,iPhone,4.2.1,Active,Yes,4,Yes,Yes,139575,No,None,3
PF05291,2025-01-28,50,Female,Ogun,Instagram,iPhone,4.1.0,Complete KYC,No,9,No,No,0,Yes,BVN,4
PF05292,2025-04-26,24,Male,Kano,TikTok,Android,4.2.0,Active,Yes,4,Yes,No,0,No,None,4
PF05293,2025-01-22,33,Male,Lagos,Facebook,iPhone,4.1.0,Verify Email,No,4,No,No,0,No,None,1
PF05294,2025-06-14,55,Female,Abuja,TikTok,iPhone,4.2.1,Active,Yes,4,Yes,Yes,107147,No,None,3
PF05295,2025-05-29,46,Female,Ogun,Google,Android,4.2.0,Active,Yes,1,Yes,Yes,144047,Yes,Login,5
PF05296,2025-05-07,20,Male,Ogun,Facebook,Android,4.1.0,Verify Email,No,8,No,No,0,Yes,BVN,1
PF05297,2025-04-01,25,Female,Lagos,Referral,Android,4.1.0,Active,Yes,1,Yes,Yes,67241,No,None,5
PF05298,2025-02-08,53,Female,Rivers,Google,Android,4.3.0,Active,Yes,4,Yes,Yes,85946,No,None,4
PF05299,2025-06-16,25,Male,Lagos,Google,Android,4.2.0,Active,Yes,4,Yes,Yes,28889,No,None,5
PF05300,2025-06-23,50,Female,Ogun,Instagram,iPhone,4.2.1,Link Bank,No,3,No,No,0,No,None,4
PF05301,2025-05-23,24,Male,Kano,Referral,Android,4.3.0,First Deposit,No,10,No,No,0,Yes,Transfer,2
PF05302,2025-04-18,50,Female,Kaduna,Instagram,Android,4.1.0,Verify Email,No,7,No,No,0,Yes,KYC,1
PF05303,2025-02-04,51,Male,Ogun,Google,Android,4.2.0,Active,Yes,5,Yes,Yes,129686,No,None,5
PF05304,2025-06-10,47,Male,Rivers,Google,iPhone,4.2.1,Add BVN,No,7,No,No,0,No,None,4
PF05305,2025-02-24,19,Male,Kaduna,Organic,iPhone,4.2.1,Active,Yes,6,Yes,Yes,75090,Yes,Transfer,3
PF05306,2025-06-29,43,Male,Ogun,Google,Android,4.3.0,Active,Yes,6,Yes,Yes,83671,No,None,3
PF05307,2025-02-28,23,Male,Enugu,Google,iPhone,4.2.1,Active,Yes,6,Yes,Yes,80612,No,None,3
PF05308,2025-04-01,44,Male,Lagos,Instagram,Android,4.3.0,Active,Yes,5,Yes,No,0,No,None,5
PF05309,2025-04-04,18,Male,Enugu,TikTok,iPhone,4.2.1,Active,Yes,2,Yes,Yes,78046,Yes,BVN,5
PF05310,2025-04-18,18,Male,Ogun,Referral,iPhone,4.1.0,Active,Yes,1,Yes,Yes,54646,No,None,4
PF05311,2025-06-02,34,Female,Ogun,TikTok,Android,4.1.0,Active,Yes,1,Yes,Yes,12292,No,None,4
PF05312,2025-03-20,20,Male,Enugu,Google,Android,4.2.0,Active,Yes,4,Yes,Yes,76211,No,None,5
PF05313,2025-05-18,49,Female,Abuja,Facebook,iPhone,4.3.0,Active,Yes,1,Yes,Yes,109731,No,None,5
PF05314,2025-04-07,33,Male,Abuja,Facebook,iPhone,4.2.1,Active,Yes,7,Yes,No,0,No,None,3
PF05315,2025-04-13,41,Female,Kano,Instagram,iPhone,4.2.0,Active,Yes,6,Yes,Yes,112939,No,None,4
PF05316,2025-04-19,49,Male,Enugu,Google,Android,4.2.0,First Deposit,No,2,No,No,0,No,None,1
PF05317,2025-03-19,51,Male,Enugu,Google,iPhone,4.2.0,Active,Yes,4,Yes,Yes,31538,No,None,5
PF05318,2025-02-26,42,Female,Kano,Google,iPhone,4.2.1,Active,Yes,5,Yes,Yes,66707,No,None,4
PF05319,2025-01-19,52,Female,Kaduna,Referral,Android,4.3.0,Active,Yes,1,Yes,Yes,107909,Yes,Card,5
PF05320,2025-03-01,38,Female,Ogun,Instagram,Android,4.1.0,Verify Phone,No,10,No,No,0,Yes,BVN,1
PF05321,2025-02-08,39,Female,Oyo,Organic,Android,4.1.0,Active,Yes,3,Yes,No,0,No,None,5
PF05322,2025-02-15,20,Female,Kano,Google,iPhone,4.1.0,Link Bank,No,1,No,No,0,No,None,3
PF05323,2025-03-19,22,Male,Abuja,TikTok,Android,4.1.0,Active,Yes,1,Yes,Yes,24578,No,None,4
PF05324,2025-04-05,34,Male,Ogun,Organic,iPhone,4.1.0,Active,Yes,1,Yes,Yes,94806,Yes,Card,5
PF05325,2025-05-01,44,Female,Enugu,Google,Android,4.3.0,Active,Yes,6,Yes,Yes,84968,Yes,KYC,4
PF05326,2025-06-30,24,Female,Kaduna,TikTok,Android,4.1.0,Add BVN,No,3,No,No,0,No,None,1
PF05327,2025-01-28,26,Male,Oyo,Instagram,Android,4.3.0,Active,Yes,2,Yes,Yes,46934,No,None,4
PF05328,2025-03-10,52,Female,Ogun,Facebook,iPhone,4.2.1,Active,Yes,7,Yes,Yes,15882,No,None,3
PF05329,2025-05-15,36,Female,Oyo,Organic,iPhone,4.1.0,Active,Yes,5,Yes,Yes,12374,No,None,5
PF05330,2025-04-16,29,Male,Kano,TikTok,iPhone,4.1.0,Active,Yes,1,Yes,Yes,2891,Yes,Login,5
PF05331,2025-06-12,54,Male,Abuja,TikTok,iPhone,4.3.0,Add BVN,No,1,No,No,0,Yes,Transfer,4
PF05332,2025-06-25,38,Female,Abuja,Google,iPhone,4.2.1,Active,Yes,6,Yes,Yes,131214,No,None,4
PF05333,2025-06-30,22,Female,Kano,Google,iPhone,4.3.0,First Deposit,No,1,No,No,0,No,None,1
PF05334,2025-06-04,53,Male,Kano,Referral,iPhone,4.2.1,Active,Yes,7,Yes,Yes,107380,No,None,3
PF05335,2025-06-27,39,Male,Lagos,Facebook,Android,4.1.0,Active,Yes,4,Yes,Yes,1203,No,None,3
PF05336,2025-03-12,44,Female,Ogun,Google,Android,4.2.0,Active,Yes,5,No,No,0,No,None,3
PF05337,2025-04-19,36,Male,Lagos,Google,iPhone,4.1.0,Active,Yes,6,Yes,Yes,114740,No,None,3
PF05338,2025-03-14,51,Female,Kano,Instagram,iPhone,4.2.1,Complete KYC,No,4,No,No,0,No,None,1
PF05339,2025-04-23,22,Male,Lagos,Facebook,Android,4.2.0,First Deposit,No,1,No,No,0,No,None,2
PF05340,2025-06-17,32,Female,Kaduna,Facebook,Android,4.2.0,Active,Yes,4,Yes,No,0,No,None,3
PF05341,2025-05-25,29,Female,Oyo,Google,Android,4.3.0,Verify Email,No,5,No,No,0,No,None,1
PF05342,2025-01-17,41,Male,Kano,Google,iPhone,4.2.0,Add BVN,No,5,No,No,0,Yes,BVN,1
